internship_id,Date,Time,profile,company,Location,Min Stipend,Max Stipend,Duration,Apply by Date,Education,Skills,Perks,Number of Skills,Number of Perks
2025WSHP3214,9/27/2025,23:14:23,Tech,Sigillieum Software Consultants Pvt.Ltd,Chennai,8000,15000,26,26 October 2025,Unknown,"Client Relationship Management (CRM), Effective Communication, English Proficiency (Spoken), Interpersonal skills, MS-Excel, Negotiation, Tamil Proficiency (Spoken)","Certificate, Flexible, Letter Of Recommendation",7,3
2025WSHP3215,9/27/2025,20:54:40,Creative,Ayurveda House Private Limited,Delhi,10000,12000,13,17 October 2025,Unknown,"Acting, Acting technique, Effective Communication",Certificate,3,1
2025WSHP3216,9/21/2025,15:03:21,Creative,Bharat TexTech,Work from home,4000,5000,13,17 October 2025,Unknown,"Google AdWords, Research and Analytics, Search Engine Marketing (SEM), Search Engine Optimization (SEO)","Certificate, Flexible, 5 Days A Week",4,3
2025WSHP3217,9/27/2025,22:23:39,Tech,British Safety Council,Mumbai,15000,15001,26,24 October 2025,Unknown,"Cold Calling, English Proficiency (Spoken), Sales, Sales Support","Certificate, 5 Days A Week",4,2
2025WSHP3218,9/27/2025,20:44:57,Sales,Travaya Holidays LLP,Bangalore,4000,6200,9,Unknown,Unknown,"Effective Communication, Interpersonal skills, Marketing, Negotiation, Operations, Sales, Strategy","Certificate, Flexible, Letter Of Recommendation",7,3
2025WSHP3219,9/27/2025,22:36:33,Sales,Evergreen Recyclekaro India Ltd.,Pune,18000,24000,13,24 October 2025,Unknown,"Canva, ChatGPT, Effective Communication, Employee Relations, Employment engagement, English Proficiency (Spoken), English Proficiency (Written), Marketing","Certificate, Letter Of Recommendation",8,2
2025WSHP3220,9/27/2025,22:41:01,Sales,Krisha Foudation,Mumbai,3000,3500,13,19 October 2025,Unknown,"Effective Communication, MS-Excel, MS-Word","Certificate, Flexible, Letter Of Recommendation",3,3
2025WSHP3221,9/27/2025,22:33:30,Sales,Sugarlogger Technologies Private Limited,Mumbai,10000,15000,26,26 October 2025,Graduate,"Employment engagement, Human Resources, Operations, Recruitment",Unknown,4,0
2025WSHP3222,9/27/2025,21:57:53,Creative,Pixel Media,Noida,5000,10000,13,2 October 2025,Unknown,"Marketing, Marketing Campaigns, Script Writing","Certificate, Letter Of Recommendation",3,2
2025WSHP3223,9/27/2025,21:36:01,Others,Udayan Care,Delhi,0,0,2,12 October 2025,Unknown,"Data Cleaning, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), Research and Analytics","Certificate, Flexible, Letter Of Recommendation",6,3
2025WSHP3224,9/27/2025,21:40:27,Creative,EX2 Solutions India Private Limited,Faridabad,15000,20000,26,10 October 2025,Unknown,"Digital Marketing, Email Marketing, English Proficiency (Written), MS-Office, Social Media Marketing",Flexible,5,1
2025WSHP3225,9/21/2025,15:27:55,Creative,IREED Academy India Private Limited,Work from home,3000,5000,13,10 October 2025,Graduate,"Adobe Illustrator, Adobe Photoshop, Canva, Video Editing","Certificate, Flexible, Letter Of Recommendation",4,3
2025WSHP3226,9/27/2025,21:14:03,Others,Integrative Design Solutions Private Limited,Chennai,10000,15000,26,22 October 2025,Graduate,"Adobe Illustrator, Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Autodesk Revit, Data Analysis, Google SketchUp, MS-Office",Certificate,8,1
2025WSHP3227,9/27/2025,22:11:58,Others,Natureloop Eco Solutions Private Limited,Hyderabad,15000,17000,26,24 October 2025,Post-Graduate,"Administrative Support, E-commerce, Finance","Certificate, Letter Of Recommendation",3,2
2025WSHP3228,9/21/2025,15:11:48,Creative,Brain Quest,Work from home,5000,10000,26,16 October 2025,Unknown,"Canva, Content Editing","Certificate, 5 Days A Week",2,2
2025WSHP3229,9/28/2025,10:09:34,Creative,Scaling Wolves,Kolkata,5000,10000,26,4 October 2025,Unknown,"Copywriting, Effective Communication, English Proficiency (Spoken), Facebook Ads","Certificate, Flexible, Letter Of Recommendation",4,3
2025WSHP3230,9/27/2025,20:13:41,Others,Gharpayy,Bangalore,12000,16000,17,26 October 2025,Unknown,"Digital Marketing, Marketing, Sales",Unknown,3,0
2025WSHP3231,9/27/2025,22:49:12,Creative,Get Turning (tvrn.in),Mumbai,5000,8000,13,16 October 2025,Professional,"Adobe Photoshop, Canva, Content Writing, Facebook Ads, Influencer Marketing, Instagram Marketing, Video Editing",Certificate,7,1
2025WSHP3232,9/28/2025,9:56:59,Creative,Cognilements Private Limited,Pune,10000,15000,26,16 October 2025,Unknown,"Adobe Illustrator, Adobe Photoshop, Canva, UI & UX Design","Certificate, Letter Of Recommendation, 5 Days A Week",4,3
2025WSHP3233,9/27/2025,20:53:06,Creative,Innerbhakti Technologies Private Limited,Gurgaon,15000,20000,13,22 October 2025,Unknown,"ChatGPT, Content Editing, Content Management, Content Writing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP3234,9/21/2025,16:09:58,Exclude,RJPT Informatics,Work from home,0,0,9,Unknown,Professional,"Content Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, Mentorship",5,4
2025WSHP3235,9/27/2025,22:48:07,Creative,Everpure Infra Pvt Ltd,Agra,15000,65000,26,17 October 2025,Post-Graduate,"Field Sales, Market Analysis, Marketing, Product Marketing, Sales","Certificate, Flexible, Letter Of Recommendation",5,3
2025WSHP3236,9/27/2025,22:37:39,Tech,American Laser Eye Hospital,Hyderabad,7000,9000,13,23 October 2025,Engineering,"Salesforce, Sales Strategy",Certificate,2,1
2025WSHP3237,9/27/2025,20:29:27,Sales,Tisteps Private Limited,Chennai,20000,35000,26,5 November 2025,Unknown,"Accounting, MS-Excel, MS-Office, Tally","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP3238,9/27/2025,21:35:07,Sales,PlanCover,Gurgaon,5000,10000,26,13 October 2025,Unknown,Advanced Excel,Unknown,1,0
2025WSHP3239,9/27/2025,21:09:25,Tech,Wildnet Technologies Private Limited,Noida,12000,15000,26,23 October 2025,Unknown,English Proficiency (Written),"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",1,4
2025WSHP3240,9/27/2025,20:44:51,Tech,Latracal Solutions Private Limited,Bangalore,0,12000,13,Unknown,Unknown,"CSS, HTML, JavaScript, Node.js, PostgreSQL, React",Unknown,6,0
2025WSHP3241,9/21/2025,16:03:28,Sales,Lifestyle AI,Work from home,8000,20000,13,Unknown,Unknown,"Effective Communication, Interpersonal skills, Sales, Sales Management, Sales Strategy, Sales Support","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",6,4
2025WSHP3242,9/21/2025,15:28:36,Creative,Providentia Info Tech Private Limited,Work from home,0,20000,26,10 October 2025,Post-Graduate,"Artificial intelligence, Canva, Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP3243,9/21/2025,15:29:19,Sales,Budding Mariners,Work from home,3000,3500,17,10 October 2025,Unknown,"Content Marketing, Digital Marketing, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Workspace, Instagram Marketing, MS-Excel","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP3244,9/27/2025,22:51:10,Others,Soulflower,Mumbai,11000,15000,9,15 October 2025,Graduate,"Design Thinking, Effective Communication, Interpersonal skills, Merchandising, Operations, Procurement, Product Development, Time Management",Certificate,8,1
2025WSHP3245,9/27/2025,21:42:10,Sales,Women Hopes Care,Delhi,6000,10000,13,10 October 2025,Unknown,MS-Office,"Certificate, Letter Of Recommendation",1,2
2025WSHP3246,9/27/2025,22:06:16,Creative,Digiworld Solution,Noida,4000,8000,26,Unknown,Unknown,"Digital Marketing, English Proficiency (Written), Google Analytics, Search Engine Optimization (SEO)","Certificate, Letter Of Recommendation",4,2
2025WSHP3247,9/21/2025,15:15:08,Tech,Graveiens Eduservices Private Limited,Work from home,11000,17000,4,15 October 2025,Unknown,"Data entry, Effective Communication, English Proficiency (Spoken), Hindi Proficiency (Spoken), iOS, Photography","Certificate, Flexible",6,2
2025WSHP3248,9/27/2025,20:39:10,Creative,Cloudnine Hospital,Bangalore,0,15000,13,4 October 2025,Unknown,"Client Relationship Management (CRM), Effective Communication, MS-Excel",Certificate,3,1
2025WSHP3249,9/21/2025,16:20:22,Tech,Keshavi Sharma,Work from home,3500,12500,9,Unknown,Unknown,"Adobe Photoshop, Canva, Cold Calling, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Ads","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP3250,9/21/2025,15:51:00,Creative,Fashtrend Marketing Pvt Ltd,Work from home,2000,4000,9,3 October 2025,Unknown,"Canva, Image Editing, Social Media Marketing, Video Editing","Certificate, Flexible, Letter Of Recommendation, Mentorship, 5 Days A Week",4,5
2025WSHP3251,9/27/2025,23:01:23,Sales,My Corporate Jobs,Thane,5100,6200,26,5 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel",Certificate,3,1
2025WSHP3252,9/27/2025,20:51:20,Sales,Vortexweb.ae,Noida,15000,55000,26,25 October 2025,Unknown,"Cold Calling, Lead Generation","Certificate, Letter Of Recommendation",2,2
2025WSHP3253,9/21/2025,14:56:15,Others,InAmigos Foundation,Work from home,2000,3000,2,18 October 2025,Unknown,English Proficiency (Spoken),"Certificate, Flexible, Letter Of Recommendation",1,3
2025WSHP3254,9/27/2025,22:37:21,Creative,GormalOne LLP,Mumbai,2000,3000,13,24 October 2025,Unknown,"Canva, Digital Marketing, MS-Excel, MS-PowerPoint, Search Engine Optimization (SEO), Social Media Marketing",Certificate,6,1
2025WSHP3255,9/21/2025,15:34:39,Creative,Mc Clelland Engineers Pvt Ltd,Work from home,0,2000,13,8 October 2025,Graduate,"Creative Writing, Digital Marketing, Email Marketing, Problem Solving, Search Engine Optimization (SEO), Social Media Marketing, Teamwork","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",7,4
2025WSHP3256,9/21/2025,16:10:48,Creative,ARMStudios,Work from home,5000,10000,26,Unknown,Unknown,"Adobe Premiere Pro, Video Editing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",2,4
2025WSHP3257,9/21/2025,15:05:24,Sales,Padmaja C,Work from home,6000,11000,9,17 October 2025,Unknown,"Canva, ChatGPT, Client Interaction, Client Relationship, Client Relationship Management (CRM), Effective Communication, Google Workspace, Lead Generation","Certificate, Flexible, Mentorship",8,3
2025WSHP3258,9/21/2025,16:09:12,Creative,Entrepreneur Growth Lab (OPC) Private Limited,Work from home,12000,18000,13,16 October 2025,Unknown,"Adobe Photoshop, Attention to Detail, Canva, Color Theory, Data Visualization, Effective Communication, English Proficiency (Spoken), File Management","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP3259,9/27/2025,23:18:22,Tech,Tradester Retail & Wholesale Private Limited,Chennai,7000,8000,9,4 October 2025,Unknown,"Content Marketing, English Proficiency (Written), Lead Generation, Sales, Tamil Proficiency (Spoken)","Certificate, Letter Of Recommendation",5,2
2025WSHP3260,9/27/2025,22:12:47,Sales,Cars24 Services Private Limited,Chennai,10000,20000,13,22 October 2025,Graduate,"Client Interaction, Effective Communication, Presentation skills, Problem Solving, Sales","Certificate, Letter Of Recommendation",5,2
2025WSHP3261,9/27/2025,20:42:21,Sales,Skyfall AI,Bangalore,10000,15000,9,1 October 2025,Other,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Drive, Google Sheets, Google Workspace, Interpersonal skills, MS-Excel","Letter Of Recommendation, 5 Days A Week",8,2
2025WSHP3262,9/21/2025,16:13:07,Creative,Artyvis Technologies Private Limited,Work from home,15000,25000,13,Unknown,Unknown,"Adobe After Effects, Adobe Illustrator, Figma, UI & UX Design, Wireframing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",5,4
2025WSHP3263,9/27/2025,21:33:36,Creative,Vsay E Solution,Gurgaon,7000,12000,13,13 October 2025,Unknown,"Creative Thinking, Digital Marketing, Effective Communication, English Proficiency (Spoken), MS-Excel, MS-Office, Social Media Marketing","Certificate, Letter Of Recommendation",7,2
2025WSHP3264,9/27/2025,21:33:30,Sales,Vetic,Gurgaon,0,15000,13,13 October 2025,Unknown,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word, Recruitment",Letter Of Recommendation,7,1
2025WSHP3265,9/27/2025,21:29:16,Creative,UPBS PVT LTD,Noida,4000,5000,26,15 October 2025,Unknown,"Content Writing, Social Media Marketing","Certificate, Letter Of Recommendation",2,2
2025WSHP3266,9/21/2025,14:53:05,Creative,Dear Zindagi,Work from home,0,1000,13,19 October 2025,Unknown,"AI Video Generation, Canva, ChatGPT, Gemini","Certificate, Flexible, Letter Of Recommendation",4,3
2025WSHP3267,9/27/2025,22:36:26,Others,Pilgrim,Mumbai,12000,15000,13,24 October 2025,Unknown,Advanced Excel,Unknown,1,0
2025WSHP3268,9/28/2025,10:01:50,Tech,UpTroop Private Limited,Pune,20000,45000,13,3 October 2025,Unknown,"Email Marketing, English Proficiency (Spoken), English Proficiency (Written), HubSpot, MS-PowerPoint, Sales Support","Flexible, 5 Days A Week",6,2
2025WSHP3269,9/21/2025,16:03:20,Tech,Xinterview,Work from home,4000,7000,26,18 October 2025,Unknown,"Artificial intelligence, Django, Next.js, Python, React, REST API","Certificate, Letter Of Recommendation",6,2
2025WSHP3270,9/21/2025,16:06:03,Creative,Raksha Group,Work from home,2500,3000,4,Unknown,Unknown,"Adobe InDesign, Adobe Photoshop, Canva, LinkedIn Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP3271,9/21/2025,15:03:32,Sales,Decrypton Private Limited,Work from home,5000,50000,26,17 October 2025,Unknown,"Effective Communication, Sales, Sales Support","Certificate, Mentorship",3,2
2025WSHP3272,9/27/2025,20:53:26,Creative,SRS FILMS,Delhi,12000,18000,13,16 October 2025,Unknown,"Adobe Photoshop, Adobe Premiere Pro, Cinematography, DaVinci Resolve, Facebook Ads, Google AdWords, Marketing, Marketing Strategies",Unknown,8,0
2025WSHP3273,9/27/2025,20:56:24,Sales,RoadGods,Delhi,0,15000,13,2 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), Marketing, MS-Excel, Sales","Certificate, Letter Of Recommendation, 5 Days A Week",5,3
2025WSHP3274,9/27/2025,21:14:49,Others,Sarthi (NGO),Delhi,0,0,13,20 October 2025,Professional,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Teaching","Certificate, Letter Of Recommendation, Mentorship",4,3
2025WSHP3275,9/27/2025,22:09:02,Sales,Kraf Ventures,Pune,10000,17000,13,24 October 2025,Unknown,"Effective Communication, MS-Excel, Presentation skills","Certificate, Flexible, Letter Of Recommendation",3,3
2025WSHP3276,9/27/2025,21:20:11,Sales,Connfido B.V(Celeris),Delhi,5000,10000,13,18 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), MS-PowerPoint, MS-Word, Office Management, Operations","Certificate, Letter Of Recommendation, 5 Days A Week",6,3
2025WSHP3277,9/21/2025,15:28:40,Tech,GrowMeOrganic Private Limited,Work from home,8000,10000,26,10 October 2025,Unknown,"CSS, HTML, JavaScript, React, TypeScript","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",5,4
2025WSHP3278,9/27/2025,23:09:43,Sales,Urja Talents,Mumbai,16000,20000,13,Unknown,Unknown,"English Proficiency (Spoken), English Proficiency (Written), Management, MS-Excel, MS-Office","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",5,4
2025WSHP3279,9/27/2025,22:09:36,Creative,WeMakeScholars,Mangalore,6000,16000,9,25 October 2025,Professional,"Computer Networking, Effective Communication, Facebook Marketing, Instagram Marketing, Interpersonal skills","Certificate, Flexible, Letter Of Recommendation",5,3
2025WSHP3280,9/27/2025,23:03:18,Sales,NoBrokerHood,Ahmedabad,5000,10000,26,3 October 2025,Graduate,"Business Development, Field Sales, Lead Generation",Certificate,3,1
2025WSHP3281,9/27/2025,20:51:12,Creative,IQuanta,Gurgaon,11000,14000,13,25 October 2025,Unknown,"Digital Marketing, English Proficiency (Written), Marketing Campaigns, Market research, MS-Excel, Search Engine Optimization (SEO), Social Media Marketing","Certificate, Letter Of Recommendation",7,2
2025WSHP3282,9/27/2025,20:31:54,Tech,Tisteps Private Limited,Chennai,30000,40000,26,5 November 2025,Unknown,"Bioinformatics, Food Safety, Material Management","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",3,4
2025WSHP3283,9/27/2025,21:34:32,Creative,Dhwani Astro,Delhi,12000,18000,26,13 October 2025,Unknown,"Collaboration, Creative Thinking, Creativity, Research and Analytics, Script Writing, Social Media Marketing, Storytelling, Time Management","Certificate, Letter Of Recommendation",8,2
2025WSHP3284,9/27/2025,22:41:11,Others,Tax-O-Smart LLP,Mumbai,5000,20000,26,19 October 2025,Graduate,"English Proficiency (Spoken), English Proficiency (Written)",Certificate,2,1
2025WSHP3285,9/21/2025,16:10:21,Creative,Axe Consultancy And Security Services LLC,Work from home,30000,45000,26,Unknown,Unknown,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Shopify","Certificate, Flexible, Letter Of Recommendation",4,3
2025WSHP3286,9/21/2025,14:43:16,Sales,Invisit,Jaipur,7000,13000,13,1 October 2025,Unknown,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Workspace, Interpersonal skills, LinkedIn Marketing, Recruitment","Certificate, Flexible, Letter Of Recommendation",7,3
2025WSHP3287,9/21/2025,15:43:47,Others,Achieve Point Private Limited,Work from home,6000,12000,9,5 October 2025,Unknown,"HTML, XML","Certificate, Flexible, Letter Of Recommendation",2,3
2025WSHP3288,9/21/2025,15:46:42,Creative,The Aartery Chronicles,Work from home,3000,12000,9,4 October 2025,Other,"Canva, Digital Advertising, Digital Marketing, Effective Communication, Google Analytics, Google Forms, Lead Generation, MS-Excel","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP3289,9/27/2025,20:13:03,Tech,BHARATPI LABS PRIVATE LIMITED,Bangalore,0,15000,13,24 October 2025,Unknown,"Client Interaction, Client Relationship, Cold Calling, Customer Acquisition, Event Management, Field Sales, Invoice Processing, Key Account Management","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP3290,9/21/2025,15:05:43,Creative,Right Digital Service,Work from home,3000,5000,13,17 October 2025,Unknown,"Adobe Illustrator, Adobe Premiere Pro, Video Editing","Certificate, Flexible, Letter Of Recommendation",3,3
2025WSHP3291,9/27/2025,21:16:04,Others,PaySprint Private Limited,Delhi,8000,10000,13,19 October 2025,Post-Graduate,"Data Analysis, Python, SQL, VBA",Unknown,4,0
2025WSHP3292,9/21/2025,15:10:11,Creative,Brizzo Digital,Work from home,0,3500,13,16 October 2025,Unknown,"Analytical Thinking, Client Interaction, Digital Marketing, English Proficiency (Spoken), Leadership, Problem Solving, Project Management, Search Engine Optimization (SEO)","Certificate, Letter Of Recommendation",8,2
2025WSHP3293,9/21/2025,14:52:49,Others,FUSS Digital Media LLP,Work from home,5000,10000,26,19 October 2025,Unknown,"Canva, Creative Thinking, Effective Communication, Interpersonal skills, MS-Excel, Problem Solving","Flexible, Letter Of Recommendation",6,2
2025WSHP3294,9/27/2025,23:08:33,Creative,InstaWeb Labs Private Limited,Mumbai,10000,15000,26,Unknown,Unknown,"Adobe After Effects, Content Marketing, Marketing, Social Media Marketing, Video Editing, Video Making, Video Marketing","Certificate, Flexible, Letter Of Recommendation",7,3
2025WSHP3295,9/27/2025,22:27:12,Others,Shruti Shah,Mumbai,4000,6000,13,12 October 2025,Other,"English Proficiency (Spoken), Graphic Design, Painting, Planning, Product Development, Sketching, UI & UX Design","Certificate, Letter Of Recommendation",7,2
2025WSHP3296,9/27/2025,22:15:24,Others,SuperHuman Race Private Limited,Chennai,9000,15000,26,15 October 2025,Unknown,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Problem Solving, Training and Development","Flexible, 5 Days A Week",5,2
2025WSHP3297,9/27/2025,23:11:21,Creative,Nippetals,Mumbai,0,10000,26,4 October 2025,Unknown,"Effective Communication, English Proficiency (Written), Graphic Design, Social Media Marketing, Video Editing","Certificate, Flexible, 5 Days A Week",5,3
2025WSHP3298,9/28/2025,9:59:55,Creative,Mai Kisaan,Pune,5000,10000,26,9 October 2025,Unknown,"Digital Marketing, Email Marketing, English Proficiency (Spoken), Facebook Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing","Certificate, 5 Days A Week",7,2
2025WSHP3299,9/21/2025,15:55:59,Creative,Rutuja Jadhav,Work from home,2000,3000,9,1 October 2025,Unknown,"Adobe After Effects, Adobe Premiere Pro, Animation, Attention to Detail, Creativity, Motion Graphics, Storyboarding, Video Editing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP3300,9/27/2025,23:16:04,Tech,Tisteps Private Limited,Chennai,20000,40000,26,5 November 2025,Unknown,"CSS, HTML, JavaScript, jQuery, Node.js, React, React Native, Redux","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP3301,9/27/2025,20:37:19,Others,Cortexcraft Innovation Labs Pvt Ltd,Bangalore,8000,9000,13,8 October 2025,Unknown,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Social Media Marketing","Certificate, Letter Of Recommendation, 5 Days A Week",7,3
2025WSHP3302,9/27/2025,22:32:52,Others,IIDE Education Private Limited,Mumbai,7500,10000,13,Unknown,Unknown,"Effective Communication, Interpersonal skills","Certificate, Letter Of Recommendation",2,2
2025WSHP3303,9/28/2025,9:57:18,Exclude,Unknown,Not Available,0,0,0,Unknown,Unknown,Unknown,Unknown,0,0
2025WSHP3304,9/21/2025,14:40:35,Creative,Gopaso Global Solution Pvt Ltd,Jaipur,7000,20000,13,Unknown,Graduate,Lead Generation,"Certificate, Letter Of Recommendation, 5 Days A Week",1,3
2025WSHP3305,9/27/2025,23:17:29,Tech,Tisteps Private Limited,Chennai,25000,35000,26,31 October 2025,Unknown,"Blender 3D, JavaScript, Unity Engine, Unreal Engine","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP3306,9/27/2025,21:48:36,Sales,SGUPL,Delhi,5001,15000,26,7 October 2025,Unknown,"Effective Communication, Email Marketing, MS-Office, Sales Support","Certificate, Letter Of Recommendation",4,2
2025WSHP3307,9/27/2025,20:45:39,Tech,Tisteps Private Limited,Chennai,20000,30000,26,15 October 2025,Unknown,"Bubble.io, Django, Express.js, HTML, Java, MongoDB, MySQL, Node.js","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP3308,9/27/2025,22:40:56,Creative,1702 Digital,Mumbai,10000,20000,13,19 October 2025,Unknown,"Adobe Photoshop, Final Cut Pro, Video Making","Certificate, Flexible, Letter Of Recommendation",3,3
2025WSHP3309,9/27/2025,20:47:13,Tech,Cartosense,Bangalore,0,10000,13,16 October 2025,Unknown,"Effective Communication, SolidWorks",Flexible,2,1
2025WSHP3310,9/27/2025,20:18:22,Creative,House Of Qalakari,Bangalore,8000,10000,26,26 October 2025,Unknown,"Adobe Photoshop, English Proficiency (Spoken), Graphic Design, Image Editing, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation",5,3
2025WSHP3311,9/27/2025,20:15:32,Others,Tiny Twigs International Preschool,Bangalore,8500,14000,26,13 October 2025,Unknown,"Effective Communication, English Proficiency (Spoken), Teaching","Certificate, Letter Of Recommendation, 5 Days A Week",3,3
2025WSHP3312,9/21/2025,16:15:10,Sales,Narigiri's Connect To Universe Private Limited,Work from home,1000,8000,26,Unknown,Other,"Business Analysis, English Proficiency (Spoken), English Proficiency (Written), Mathematics, Online Teaching","Certificate, Flexible",5,2
2025WSHP3313,9/27/2025,22:58:05,Creative,Freedom Tree,Mumbai,10000,15000,13,8 October 2025,Unknown,"Canva, Content Writing, Design Thinking, Email Marketing, Facebook Marketing, Instagram Marketing, Public Relations, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP3314,9/28/2025,10:09:59,Creative,YATRIK DISTRIBUTORS PVT LTD,Kolkata,4000,12000,26,3 October 2025,Unknown,"AI Image Generation, Algorithms, Artificial intelligence, Design Thinking, Generative AI Tools, Social Media Marketing, Video Making","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",7,4
2025WSHP3315,9/21/2025,15:57:05,Tech,Altyx Global,Work from home,4000,4500,13,1 October 2025,Unknown,"Canva, ChatGPT, Digital Marketing, Digital Marketing Tools, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken)","Certificate, Letter Of Recommendation",8,2
2025WSHP3316,9/21/2025,15:44:11,Tech,Yasham Software Services Private Limited,Work from home,0,10000,13,5 October 2025,Unknown,"Dart, Firebase, Flutter, Laravel, REST API, UI & UX Design","Certificate, Letter Of Recommendation",6,2
2025WSHP3317,9/27/2025,22:17:07,Others,Tisteps Private Limited,Chennai,20000,35000,26,31 October 2025,Unknown,"Arduino, ARM Microcontroller, C++ Programming, Circuit Design, C Programming, EAGLE, Embedded Systems, Internet of Things (IoT)","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP3318,9/21/2025,15:12:54,Creative,Harsh Samdani,Work from home,5000,6000,26,16 October 2025,Unknown,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM)","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP3319,9/27/2025,21:14:05,Creative,The Marketing Samurai,Delhi,5000,10000,13,22 October 2025,Professional,"Content Marketing, Digital Marketing, Marketing, Marketing Strategy, Social Media Marketing","Certificate, Letter Of Recommendation, 5 Days A Week",5,3
2025WSHP3320,9/27/2025,22:36:03,Sales,KNYA Enterprise Pvt Ltd,Mumbai,10000,15000,17,24 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office","Certificate, Letter Of Recommendation",4,2
2025WSHP3321,9/21/2025,15:33:19,Sales,Sankar Group,Work from home,0,3000,26,9 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), MS-Office, Onboarding, Recruitment","Certificate, Letter Of Recommendation",5,2
2025WSHP3322,9/21/2025,14:42:07,Creative,Tulipshree Infotech,Jaipur,5000,8000,26,5 October 2025,Unknown,"Creative Writing, Digital Marketing, English Proficiency (Written), Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing","Certificate, Letter Of Recommendation",7,2
2025WSHP3323,9/27/2025,20:42:30,Creative,PedalStart,Bangalore,12000,15000,9,1 October 2025,Unknown,"Blogging, Creative Writing, Email Management, English Proficiency (Written), LinkedIn Marketing, Social Media Marketing","Certificate, Flexible",6,2
2025WSHP3324,9/27/2025,20:34:42,Sales,Tisteps Private Limited,Chennai,30000,40000,26,31 October 2025,Unknown,"Accounting, Financial Analysis, Financial Reporting, Taxation","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP3325,9/21/2025,16:12:15,Creative,Grozoom Ventures Technology Private Limited,Work from home,6000,10000,9,Unknown,Unknown,"Content Marketing, Creative Direction, Creative Thinking, Market Analysis, Marketing Strategies, Social Media Marketing, Strategy, Video Editing","Certificate, Flexible, Letter Of Recommendation",8,3
