internship_id,Date,Time,profile,company,Location,Min Stipend,Max Stipend,Duration,Apply by Date,Education,Skills,Perks,Number of Skills,Number of Perks
2025WSHP0001,9/27/2025,20:41:17,Creative,Arbhu Enterprises Private Limited,Bangalore,15000,25000,13,2 October 2025,Unknown,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Office, Social Media Marketing",Unknown,5,0
2025WSHP0002,9/21/2025,15:41:06,Others,Vikalp India Private Limited,Work from home,6000,9000,26,6 October 2025,Unknown,Online Teaching,Unknown,1,0
2025WSHP0003,9/27/2025,21:29:43,Creative,Truevisory Realty Private Limited,Noida,6000,8000,13,15 October 2025,Unknown,"Social Media Marketing, Video Editing, Video Making","Certificate, Flexible",3,2
2025WSHP0004,9/27/2025,20:18:58,Creative,Brand Scale-Up Inc,Bangalore,15000,20000,26,26 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), Google Sheets, Mathematics, MS-Excel, Statistical Modeling, Statistics","Certificate, Letter Of Recommendation, 5 Days A Week",7,3
2025WSHP0005,9/27/2025,23:04:19,Sales,ABEC Limited (Asian Business Exhibitions And Conferences),Mumbai,10000,15000,4,2 October 2025,Unknown,English Proficiency (Spoken),Certificate,1,1
2025WSHP0006,9/21/2025,15:20:19,Others,Achieve Point Private Limited,Work from home,6000,12000,9,12 October 2025,Unknown,"Music, Music Production","Certificate, Flexible, Letter Of Recommendation",2,3
2025WSHP0007,9/27/2025,21:44:44,Sales,Raja Tyagi,Greater Noida,5000,8000,13,9 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written)","Certificate, Flexible",2,2
2025WSHP0008,9/27/2025,20:24:26,Others,Taskify,Bangalore,20000,30000,26,18 October 2025,Unknown,"Marketing, Strategy","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",2,4
2025WSHP0009,9/27/2025,21:36:21,Sales,Kenovate Solutions,Delhi,5000,5001,13,12 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), Human Resources, MS-Excel, MS-Office, Recruitment, Resume screening",Certificate,7,1
2025WSHP0010,9/27/2025,20:54:13,Creative,Blue Rose Publishers,Noida,8000,12000,13,20 October 2025,Unknown,"Adobe After Effects, Adobe Premiere Pro, English Proficiency (Spoken), English Proficiency (Written), Video Editing, Video Making","Certificate, Flexible, Letter Of Recommendation",6,3
2025WSHP0011,9/27/2025,22:38:41,Creative,HB Designs Reborn,Mumbai,0,3000,13,22 October 2025,Unknown,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, Fashion Designing",Certificate,4,1
2025WSHP0012,9/27/2025,22:17:57,Sales,Swayam Infinty Private Limited,Hyderabad,12000,25000,9,8 October 2025,Unknown,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Telugu Proficiency (Spoken)","Certificate, Letter Of Recommendation",5,2
2025WSHP0013,9/27/2025,20:24:12,Creative,Draconic AI,Bangalore,30000,50000,13,19 October 2025,Unknown,"Adobe Illustrator, Artificial intelligence, Canva, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Figma","Certificate, Letter Of Recommendation, 5 Days A Week",8,3
2025WSHP0014,9/27/2025,21:08:14,Sales,SONU KUMAR KARN,Delhi,4500,5501,4,24 October 2025,Unknown,"Image Editing, Product Development","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",2,4
2025WSHP0015,9/27/2025,21:58:07,Creative,Hamari Pahchan NGO,Delhi,5000,15000,13,2 October 2025,Unknown,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Canva, English Proficiency (Spoken), English Proficiency (Written), Final Cut Pro, Graphic Design","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP0016,9/27/2025,23:11:11,Tech,InstaWeb Labs Private Limited,Mumbai,10000,15000,26,8 October 2025,Unknown,"AngularJS, CSS, HTML, JavaScript, Node.js, React, REST API","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",7,4
2025WSHP0017,9/28/2025,10:04:25,Creative,Pixelstreet,Kolkata,6000,12000,13,18 October 2025,Unknown,"Digital Marketing, Digital Marketing Tools, Social Media Marketing, Video Making","Certificate, Mentorship, 5 Days A Week",4,3
2025WSHP0018,9/27/2025,21:19:17,Sales,Valuechampions LLP,Gurgaon,3000,7000,26,18 October 2025,Professional,"Accounting, Financial Modeling, GST, Taxation, Valuation","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",5,4
2025WSHP0019,9/27/2025,23:17:19,Sales,Tisteps Private Limited,Chennai,30000,40000,26,31 October 2025,Unknown,"English Proficiency (Spoken), Sales Strategy, Sales Support","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",3,4
2025WSHP0020,9/27/2025,22:33:10,Sales,Cars24 Services Private Limited,Mumbai,10000,15000,26,19 October 2025,Unknown,"Client Relationship, Cold Calling, Coordination, Inside Sales, Marathi Proficiency(Spoken), MS-Excel, Sales, Sales Support",Certificate,8,1
2025WSHP0021,9/27/2025,23:03:58,Creative,Houzeo,Thane,10000,12000,13,3 October 2025,Other,"Blogging, Creative Writing, English Proficiency (Written), Written Communication","Certificate, Flexible",4,2
2025WSHP0022,9/27/2025,22:25:20,Sales,Vamaship,Thane,10000,10001,26,27 October 2025,Unknown,"E-commerce, Effective Communication, Interpersonal skills, Key Account Management, Logistics Management, MS-Excel",Letter Of Recommendation,6,1
2025WSHP0023,9/27/2025,22:47:22,Sales,Team Management Services,Mumbai,6000,10000,26,17 October 2025,Unknown,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, MS-Office, Time Management",Unknown,6,0
2025WSHP0024,9/27/2025,22:15:41,Tech,Polygon Pixels LLP,Pune,10000,30000,13,15 October 2025,Post-Graduate,"APIs, Artificial intelligence, Artificial Intelligence Markup Language (AIML), ChatGPT, Gemini, Integration Testing, OpenAI API, Perplexity","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP0025,9/27/2025,20:22:36,Others,SkoolSaver,Bangalore,8000,10000,4,22 October 2025,Post-Graduate,"Business Development, Effective Communication, Entrepreneurship, Negotiations","Certificate, Letter Of Recommendation, Mentorship",4,3
2025WSHP0026,9/27/2025,22:50:22,Creative,Rajlaxmi Solutions Private Limited,Thane,3000,10000,13,15 October 2025,Unknown,"Search Engine Optimization (SEO), Social Media Marketing",Certificate,2,1
2025WSHP0027,9/21/2025,15:11:51,Creative,Shyam Sac,Work from home,20000,65000,26,6 November 2025,Unknown,"Adobe Premiere Pro, Script Writing",Flexible,2,1
2025WSHP0028,9/27/2025,22:21:15,Tech,Qualcomm,Hyderabad,0,0,3,21 November 2025,Unknown,"Analytical Thinking, Conflict Management, Verilog",Unknown,3,0
2025WSHP0029,9/27/2025,21:36:36,Creative,Outright Systems Private Limited,Delhi,4000,8000,17,12 October 2025,Unknown,"Blogging, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO)","Certificate, Letter Of Recommendation, 5 Days A Week",5,3
2025WSHP0030,9/21/2025,15:58:28,Others,Narigiri's Connect To Universe Private Limited,Work from home,1000,8000,26,Unknown,Other,Research and Analytics,"Certificate, Flexible",1,2
2025WSHP0031,9/21/2025,15:16:36,Creative,Ad Pixxels,Work from home,5000,20000,26,15 October 2025,Unknown,"Adobe Creative Suite, Canva, Design Thinking, Figma, Graphic Design","Certificate, Flexible",5,2
2025WSHP0032,9/27/2025,20:39:42,Creative,Zinnov Management Consulting,Bangalore,20000,25000,13,4 October 2025,Graduate,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, DaVinci Resolve, Final Cut Pro, Video Editing, Video Making","Flexible, 5 Days A Week",8,2
2025WSHP0033,9/27/2025,22:30:00,Sales,Neuronurture Kids,Mumbai,0,10000,13,11 October 2025,Unknown,"Effective Communication, Interpersonal skills, Lead Generation, Operations, Sales, Sales Strategy","Certificate, Flexible, Letter Of Recommendation",6,3
2025WSHP0034,9/27/2025,22:23:26,Creative,Echo Booom,Mumbai,2000,15000,26,25 October 2025,Unknown,"Content Management, Digital Marketing, Search Engine Optimization (SEO), Social Media Marketing","Certificate, Letter Of Recommendation, Mentorship",4,3
2025WSHP0035,9/27/2025,23:12:07,Creative,NoFluff,Mumbai,8000,15000,26,14 October 2025,Unknown,"Copywriting, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Written), Social Media Marketing","Letter Of Recommendation, 5 Days A Week",6,2
2025WSHP0036,9/21/2025,16:09:27,Exclude,Unknown,Not Available,0,0,0,Unknown,Unknown,Unknown,Unknown,0,0
2025WSHP0037,9/27/2025,23:12:03,Sales,Evavo Wellness & Solutions LLP,Mumbai,8000,15000,26,Unknown,Unknown,"MS-Excel, Tally","Certificate, Letter Of Recommendation",2,2
2025WSHP0038,9/27/2025,22:00:45,Creative,ASSIGNX GLOBAL SOLUTIONS LLP,Delhi,10000,15000,4,1 October 2025,Unknown,"Effective Communication, English Proficiency (Spoken), Time Management","Certificate, Letter Of Recommendation",3,2
2025WSHP0039,9/27/2025,20:13:13,Sales,Coldwell Banker Value Add Realty,Bangalore,5000,15000,26,23 October 2025,Post-Graduate,Effective Communication,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",1,4
2025WSHP0040,9/27/2025,23:15:31,Tech,Maersk Training,Chennai,12000,15000,26,17 October 2025,Unknown,"Blender 3D, Unity Engine, Unreal Engine","Certificate, 5 Days A Week",3,2
2025WSHP0041,9/27/2025,21:40:56,Others,Heart It Out,Noida,9000,10000,26,10 October 2025,Post-Graduate,"Effective Communication, Interpersonal skills, Psychology, Teaching, Training and Development","Certificate, Letter Of Recommendation, 5 Days A Week",5,3
2025WSHP0042,9/27/2025,22:14:58,Tech,Ideabytes Software India Private Limited,Hyderabad,11000,14000,26,15 October 2025,Unknown,"Arduino, ARM Microcontroller, Circuit Modeling & Simulation, Embedded C, I2C, Internet of Things (IoT), RTOS, UART","Certificate, Letter Of Recommendation, 5 Days A Week",8,3
2025WSHP0043,9/27/2025,20:44:11,Creative,Goodera,Bangalore,15000,20000,26,Unknown,Unknown,"Community Management, Event Management","Certificate, Flexible, 5 Days A Week",2,3
2025WSHP0044,9/27/2025,23:17:40,Others,Tisteps Private Limited,Chennai,20000,35000,26,31 October 2025,Unknown,"Arduino, ARM Microcontroller, C++ Programming, Circuit Design, C Programming, EAGLE, Embedded Systems, Internet of Things (IoT)","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP0045,9/21/2025,16:04:15,Sales,Aathma Foundation,Work from home,0,0,4,Unknown,Unknown,"Client Relationship, Content Writing, English Proficiency (Spoken), Event Management, MS-Excel, Problem Solving, Public Speaking, Social Media Marketing",Unknown,8,0
2025WSHP0046,9/28/2025,9:57:16,Others,Rama Motor Company,Pune,0,2000,13,15 October 2025,Graduate,"E-commerce, Effective Communication, MS-Excel","Certificate, Flexible, Letter Of Recommendation",3,3
2025WSHP0047,9/21/2025,14:51:41,Creative,KnowledgeChakra,Work from home,2000,20000,4,20 October 2025,Unknown,Effective Communication,"Certificate, Flexible, Letter Of Recommendation",1,3
2025WSHP0048,9/27/2025,21:05:17,Creative,The Monsha's,Delhi,3000,8000,26,25 October 2025,Unknown,Search Engine Optimization (SEO),"Certificate, Letter Of Recommendation",1,2
2025WSHP0049,9/27/2025,21:09:29,Tech,ETS India Private Limited,Gurgaon,15000,18000,26,23 October 2025,Other,MS-Office,"Certificate, Letter Of Recommendation, 5 Days A Week",1,3
2025WSHP0050,9/21/2025,15:27:36,Sales,KoteModa Lifestyle Private Limited,Work from home,6000,13000,13,10 October 2025,Post-Graduate,"Effective Communication, Negotiations, Sales, Strategy","Certificate, Flexible",4,2
2025WSHP0051,9/28/2025,10:01:40,Tech,Sulekha Energy Solutions,Pune,12000,14000,26,3 October 2025,Engineering,"Manual Testing, Quality Assurance/Quality Control (QA/QC)","Certificate, Letter Of Recommendation",2,2
2025WSHP0052,9/27/2025,23:07:10,Creative,Kinetic Management,Mumbai,5000,12000,26,1 October 2025,Unknown,"Effective Communication, MS-Excel, MS-PowerPoint, Presentation skills, Research and Analytics","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",5,4
2025WSHP0053,9/28/2025,9:55:58,Exclude,Unknown,Not Available,0,0,0,Unknown,Unknown,Unknown,Unknown,0,0
2025WSHP0054,9/27/2025,20:54:53,Sales,Serve Amigo Technologies Private Limited,Noida,6000,11000,9,17 October 2025,Unknown,"Attention to Detail, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Workspace, Interpersonal skills, MS-Office, Time Management","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP0055,9/28/2025,10:04:54,Sales,SDSR Consultancy Services Private Limited,Kolkata,10000,15000,4,24 October 2025,Unknown,"Accounting, English Proficiency (Spoken), Interpersonal skills, MS-Excel, MS-Office",Certificate,5,1
2025WSHP0056,9/27/2025,21:47:00,Creative,Stirring Minds,Delhi,4000,6000,26,8 October 2025,Unknown,"Adobe After Effects, Adobe Premiere Pro, Canva, Final Cut Pro, Video Editing","Certificate, Mentorship",5,2
2025WSHP0057,9/27/2025,21:43:34,Tech,Cars24 Services Private Limited,Gurgaon,14500,23000,26,15 October 2025,Unknown,"B2B Sales, Field Sales, Lead Generation","Certificate, Letter Of Recommendation",3,2
2025WSHP0058,9/21/2025,16:11:12,Tech,TheEndorse,Work from home,2000,5000,9,Unknown,Unknown,"Analytical Thinking, Digital Marketing, Effective Communication, Email Marketing, Process Management, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation",6,3
2025WSHP0059,9/27/2025,23:18:05,Creative,Deepsense Digital Solutions Private Limited,Chennai,8000,10000,13,8 October 2025,Unknown,"Adobe Premiere Pro, Video Editing",Certificate,2,1
2025WSHP0060,9/27/2025,21:51:14,Sales,Ceramicapp Pvt Ltd,Chennai,0,10000,26,5 October 2025,Unknown,"Effective Communication, English Proficiency (Spoken), Hindi Proficiency (Spoken), Interpersonal skills","Certificate, Flexible, Letter Of Recommendation",4,3
2025WSHP0061,9/28/2025,10:07:24,Sales,Sahaj Retail Limited,Kolkata,10000,15000,26,15 October 2025,Unknown,"Bengali Proficiency (Spoken), English Proficiency (Spoken), Hindi Proficiency (Spoken)","Certificate, Letter Of Recommendation",3,2
2025WSHP0062,9/21/2025,14:58:52,Creative,Eduvizo Edtech Private Limited,Work from home,3000,16000,4,18 October 2025,Other,"Effective Communication, English Proficiency (Spoken), Leadership, Lead Generation, Social Media Marketing, Teamwork","Certificate, Letter Of Recommendation",6,2
2025WSHP0063,9/27/2025,21:15:15,Creative,Amita Devnani,Gurgaon,10000,15000,26,19 October 2025,Unknown,"Blogging, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",5,4
2025WSHP0064,9/27/2025,22:50:05,Creative,Kalarra,Mumbai,3000,5000,26,15 October 2025,Unknown,"Adobe Photoshop, Canva, Video Editing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",3,4
2025WSHP0065,9/27/2025,20:42:07,Creative,Joveo,Bangalore,0,25000,13,2 October 2025,Unknown,"Google AdWords, Google Sheets, Looker Studio, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Webflow","Certificate, 5 Days A Week",6,2
2025WSHP0066,9/27/2025,22:05:54,Tech,Zoxima Solutions Private Limited,Noida,0,15000,13,Unknown,Unknown,"Artificial intelligence, LangChain, Python","Certificate, Flexible, 5 Days A Week",3,3
2025WSHP0067,9/21/2025,16:01:00,Creative,X1 Race LLP,Work from home,15000,30000,9,Unknown,Unknown,"Adobe After Effects, Adobe Illustrator, Autodesk Maya, Blender 3D","Certificate, Flexible, Letter Of Recommendation",4,3
2025WSHP0068,9/27/2025,21:15:59,Sales,Luci Light Studio,Gurgaon,7000,10000,13,19 October 2025,Unknown,"Content Writing, Graphic Design, Research and Analytics, Search Engine Optimization (SEO), Shopify",Certificate,5,1
2025WSHP0069,9/21/2025,15:16:43,Tech,Savant Consulting LLC,Work from home,8000,12000,26,15 October 2025,Unknown,React Native,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",1,4
2025WSHP0070,9/21/2025,16:19:34,Sales,Helper4U Services LLP,Work from home,10000,12000,26,Unknown,Graduate,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), Kannada Proficiency (Spoken), Kannada Proficiency (Written)","Certificate, Letter Of Recommendation",6,2
2025WSHP0071,9/21/2025,14:51:32,Tech,Lawtech,Work from home,0,12000,26,20 October 2025,Unknown,"Claude, C Programming, Django, HTML, Java, Kaggle, LLM evaluation",Unknown,7,0
2025WSHP0072,9/21/2025,16:18:40,Others,International Institute Of SDGs & Public Policy Research,Work from home,0,0,17,Unknown,Unknown,"Adobe Premiere Pro, Video Making","Certificate, Flexible, Letter Of Recommendation",2,3
2025WSHP0073,9/27/2025,23:18:52,Sales,Tisteps Private Limited,Chennai,10000,150000,13,23 October 2025,Unknown,"Analytical Thinking, Data Extraction, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Problem Solving","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",7,4
2025WSHP0074,9/21/2025,14:58:50,Creative,Saqib Shariff,Work from home,2000,6000,13,18 October 2025,Unknown,"Fashion Designing, Fashion illustration, Fashion Styling, Graphic Design","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP0075,9/21/2025,14:55:38,Tech,Emoolar Technology Private Limited,Work from home,5000,10000,13,19 October 2025,Unknown,"Artificial intelligence, CNN (Convolutional Neural Network), Data Science, LLM evaluation, Natural Language Processing (NLP), Python","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",6,4
2025WSHP0076,9/27/2025,21:09:20,Sales,Aawas Yojana,Dehradun,10000,31000,26,31 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written)","Certificate, Flexible, Letter Of Recommendation",2,3
2025WSHP0077,9/27/2025,22:52:02,Sales,Moonstone Hammock,Thane,10000,15000,13,12 October 2025,Unknown,Client Relationship Management (CRM),Unknown,1,0
2025WSHP0078,9/27/2025,22:56:19,Tech,E-Katta Innovators LLP,Aurangabad,2000,7000,26,9 October 2025,Unknown,"Effective Communication, Interpersonal skills, Planning, Problem Solving, Strategy, Time Management","Certificate, Letter Of Recommendation, Mentorship",6,3
2025WSHP0079,9/27/2025,23:16:33,Creative,Deepsense Digital Solutions Private Limited,Chennai,0,5000,9,15 October 2025,Unknown,"Adobe Illustrator, Adobe Photoshop","Certificate, Flexible, Letter Of Recommendation",2,3
2025WSHP0080,9/21/2025,15:24:28,Tech,Cogent Web Services,Work from home,0,10000,13,11 October 2025,Unknown,"MERN, Node.js, React","Certificate, Letter Of Recommendation",3,2
2025WSHP0081,9/21/2025,14:53:44,Creative,CSTE International,Work from home,2000,5000,26,19 October 2025,Unknown,"Creativity, Video Editing, Voiceover",Certificate,3,1
2025WSHP0082,9/27/2025,20:40:51,Creative,Green Lakes,Bangalore,13000,19000,13,3 October 2025,Unknown,"Adobe Illustrator, Adobe Photoshop, AI Image Generation, AI Video Generation, CorelDRAW, Generative AI Tools, UI & UX Design, Video Editing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP0083,9/27/2025,21:26:52,Creative,Chaabee,Ahmedabad,15000,25000,26,16 October 2025,Unknown,"AutoCAD, Autodesk Revit, Google SketchUp, Lumion","Certificate, Letter Of Recommendation",4,2
2025WSHP0084,9/21/2025,15:42:44,Sales,Jarurat Care,Work from home,0,0,17,5 October 2025,Unknown,"Effective Communication, Email Management, Generative AI Tools, Leadership, MS-Office, Notion, Strategy, Team Management","Certificate, Flexible, Letter Of Recommendation, Mentorship",8,4
2025WSHP0085,9/21/2025,16:03:17,Tech,Craft Digital,Work from home,3000,22000,9,Unknown,Unknown,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Social Media Marketing","Certificate, Letter Of Recommendation",6,2
2025WSHP0086,9/27/2025,23:15:49,Tech,Tisteps Private Limited,Chennai,30000,40000,26,5 November 2025,Unknown,"APIs, Artificial intelligence, LLM evaluation, PyTorch","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP0087,9/27/2025,23:05:15,Sales,HourSpace,Mumbai,8500,15000,4,2 October 2025,Graduate,"Community Management, Content Management, Content Marketing, Content Writing, Effective Communication, Graphic Design, Search Engine Optimization (SEO), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP0088,9/27/2025,20:58:39,Sales,Corporate Associates,Greater Noida,6000,18000,26,26 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel","Certificate, Letter Of Recommendation",3,2
2025WSHP0089,9/27/2025,21:56:13,Tech,QuicLoop,Delhi,3000,8000,13,3 October 2025,Unknown,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Social Media Marketing","Certificate, Letter Of Recommendation, 5 Days A Week",6,3
2025WSHP0090,9/27/2025,22:10:53,Others,Caarya,Bhubaneswar,8000,15000,9,22 October 2025,Other,"Client Relationship Management (CRM), Cold Calling, Effective Communication, Email Marketing, English Proficiency (Spoken), Google Sheets, Hindi Proficiency (Spoken), Interpersonal skills","Certificate, Flexible, Letter Of Recommendation, Mentorship",8,4
2025WSHP0091,9/27/2025,22:05:47,Sales,Design My Wed,Delhi,6000,7000,26,Unknown,Unknown,"Canva, Effective Communication, Event Management","Certificate, Letter Of Recommendation",3,2
2025WSHP0092,9/21/2025,15:16:32,Others,Muncho Technologies Private Limited,Work from home,0,5000,13,15 October 2025,Unknown,"Artificial intelligence, HTTP, JSON","Certificate, Flexible, Letter Of Recommendation",3,3
2025WSHP0093,9/21/2025,15:08:22,Tech,Gorjag,Work from home,10000,30000,26,16 October 2025,Unknown,"English Proficiency (Written), MS-Excel","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",2,4
2025WSHP0094,9/28/2025,9:55:44,Sales,Cybotronics Solution Private Limited,Pune,4000,5000,26,31 October 2025,Post-Graduate,"Client Relationship Management (CRM), Effective Communication, Interpersonal skills, MS-Office, Presentation skills","Certificate, 5 Days A Week",5,2
2025WSHP0095,9/27/2025,23:01:27,Tech,Webarena,Vasai,6000,15000,9,5 October 2025,Unknown,"Effective Communication, Interpersonal skills","Certificate, Flexible, Letter Of Recommendation",2,3
2025WSHP0096,9/21/2025,14:40:38,Others,Dhabriya Polywood Limited,Jaipur,3000,5000,9,15 October 2025,Unknown,"Analytical Thinking, Artificial intelligence, Creative Writing, Digital Marketing, E-commerce, English Proficiency (Spoken), English Proficiency (Written), MS-Excel",Certificate,8,1
2025WSHP0097,9/27/2025,22:35:59,Tech,Pantheon Pharmchem,Mumbai,10000,15000,22,25 October 2025,Unknown,"Effective Communication, English Proficiency (Spoken), MS-Excel",Certificate,3,1
2025WSHP0098,9/27/2025,21:05:26,Others,Strengths Masters,Noida,15000,19000,26,25 October 2025,Unknown,"Effective Communication, English Proficiency (Spoken), Hindi Proficiency (Spoken)","Certificate, Letter Of Recommendation",3,2
2025WSHP0099,9/27/2025,21:57:17,Tech,Strategic Engagement And Event Solutions (SEES),Gurgaon,0,12000,26,2 October 2025,Unknown,"Artificial intelligence, ChatGPT, English Proficiency (Spoken), English Proficiency (Written), Generative AI Development, Generative AI Tools, MidJourney (GenAI)","Certificate, Mentorship, 5 Days A Week",7,3
2025WSHP0100,9/21/2025,15:12:41,Creative,Awonlearning,Work from home,0,3000,13,16 October 2025,Unknown,Search Engine Optimization (SEO),"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",1,4
2025WSHP0101,9/21/2025,16:18:44,Creative,GrrowEzy,Work from home,5000,10000,26,Unknown,Unknown,"Instagram Marketing, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation",2,3
2025WSHP0102,9/27/2025,21:54:15,Tech,Flipspaces,Noida,10000,12000,26,4 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel",Letter Of Recommendation,3,1
2025WSHP0103,9/27/2025,23:07:15,Creative,Illuzia Designs,Mumbai,7000,12000,13,1 October 2025,Unknown,"Adobe Photoshop, AutoCAD, Canva, Google SketchUp, MS-Excel, MS-PowerPoint, MS-Word","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",7,4
2025WSHP0104,9/21/2025,15:10:17,Others,Lloyd Harrington Australia Proprietary Limited,Work from home,0,10000,17,16 October 2025,Graduate,"Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Research and Analytics",Certificate,4,1
2025WSHP0105,9/21/2025,15:55:25,Creative,Evenland Limited Liability Partnership,Work from home,1000,1500,13,1 October 2025,Unknown,"Creative Writing, Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation",7,3
2025WSHP0106,9/27/2025,23:05:34,Sales,Sentriscope Data Intelligence Private Limited,Thane,8000,10000,26,2 October 2025,Post-Graduate,"Accounting, Accounting Software, Bank Reconciliation, Finance, GST, Invoice Processing, Tally","Certificate, Letter Of Recommendation, 5 Days A Week",7,3
2025WSHP0107,9/27/2025,22:49:01,Creative,Shraddha Tawade,Mumbai,25000,70000,26,16 October 2025,Other,"Business Development, Market Analysis, Marketing Strategy, Market research","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP0108,9/27/2025,21:21:04,Sales,Apptad Technology,Ranchi,2000,5000,4,18 October 2025,Unknown,"Canva, Effective Communication, MS-Excel","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",3,4
2025WSHP0109,9/27/2025,20:59:13,Tech,Bomitek Enterprises,Gurgaon,0,10000,9,26 October 2025,Unknown,"Content Writing, MS-Office",Certificate,2,1
2025WSHP0110,9/27/2025,20:27:43,Creative,Serene Homes,Bangalore,10000,110000,13,16 October 2025,Unknown,"Content Marketing, Digital Marketing, Sales, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP0111,9/27/2025,22:39:01,Others,Bonjour Stays,Bandra,12000,20000,13,22 October 2025,Unknown,"Effective Communication, English Proficiency (Spoken), Management, MS-Excel",Flexible,4,1
2025WSHP0112,9/27/2025,22:16:03,Sales,Urban Aid Services Pvt Ltd,Hyderabad,18000,23000,13,11 October 2025,Graduate,"Effective Communication, Interpersonal skills, MS-Office, Sales Management, Sales Strategy","Certificate, Flexible",5,2
2025WSHP0113,9/27/2025,21:45:59,Sales,Weiss Technik India Private Limited,Delhi,16000,18500,26,8 October 2025,Professional,"Electrical Machines, English Proficiency (Spoken), Mechanical & Electrical Product Design, MS-Excel, MS-Office","Certificate, Letter Of Recommendation, 5 Days A Week",5,3
2025WSHP0114,9/27/2025,23:19:38,Tech,Bourne Cloud India Private Limited,Chennai,5000,10000,26,6 October 2025,Post-Graduate,"Amazon Web Services (AWS), Cloud Computing, Java, JavaScript, Node.js, NoSQL, Python, SQL","Certificate, Flexible",8,2
2025WSHP0115,9/21/2025,15:45:16,Creative,Stirring Minds,Work from home,5000,7000,26,4 October 2025,Unknown,"Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Canva, Final Cut Pro, Video Editing, Video Making","Certificate, Mentorship",7,2
2025WSHP0116,9/27/2025,20:12:44,Creative,Ergode IT Services Private Limited,Bangalore,8000,10000,26,24 October 2025,Unknown,"E-commerce, Effective Communication, Market Analysis, Marketing, Marketing Campaigns, Market research","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",6,4
